RECDEF51,18,5
RECTRC55,4,18
RECTRC56,3,15
RECTRC57,3,10
RECTRC58,4,13
REFPNT02,11,11
RETRFL01,-5,8
RETRFL02,-5,4
RFNERY01,8,8
RFNERY11,8,8
ROLROL01,7,3
RSCSTA02,6,5
RSRDEF51,40,18
RTLDEF51,13,14
RTPBCN02,7,7
SCALEB10,1,41
SCALEB11,1,41
SILBUI01,4,4
SILBUI11,4,4
SISTAT02,1,1
SMCFAC02,8,8
SNDWAV02,12,2
SOUNDG00,0,3
SOUNDG01,0,3
SOUNDG02,0,3
SOUNDG03,0,3
SOUNDG04,0,4
SOUNDG05,0,3
SOUNDG06,0,3
SOUNDG07,0,3
SOUNDG08,0,3
SOUNDG09,0,3
SOUNDG10,4,3
SOUNDG11,4,3
SOUNDG12,4,3
SOUNDG13,4,3
SOUNDG14,4,4
SOUNDG15,4,3
SOUNDG16,4,3
SOUNDG17,4,2
SOUNDG18,4,3
SOUNDG19,4,3
SOUNDG20,9,3
SOUNDG21,8,3
SOUNDG22,9,3
SOUNDG23,9,3
SOUNDG24,8,4
SOUNDG25,9,3
SOUNDG26,9,3
SOUNDG27,9,2
SOUNDG28,9,3
SOUNDG29,9,3
SOUNDG30,13,3
SOUNDG31,13,3
SOUNDG32,13,3
SOUNDG33,13,3
SOUNDG34,13,4
SOUNDG35,13,3
SOUNDG36,13,3
SOUNDG37,13,3
SOUNDG38,13,3
SOUNDG39,13,3
SOUNDG40,-5,3
SOUNDG41,-5,3
SOUNDG42,-5,3
SOUNDG43,-5,3
SOUNDG44,-5,4
SOUNDG45,-5,3
SOUNDG46,-5,3
SOUNDG47,-5,3
SOUNDG48,-5,3
SOUNDG49,-5,3
SOUNDG50,0,1
SOUNDG51,0,0
SOUNDG52,0,0
SOUNDG53,0,0
SOUNDG54,-1,1
SOUNDG55,0,0
SOUNDG56,0,0
SOUNDG57,0,0
SOUNDG58,0,0
SOUNDG59,0,0
SOUNDGB1,9,-3
SOUNDGC2,9,8
SOUNDS00,0,3
SOUNDS01,0,3
SOUNDS02,0,3
SOUNDS03,0,3
SOUNDS04,0,4
SOUNDS05,0,3
SOUNDS06,0,3
SOUNDS07,0,3
SOUNDS08,0,3
SOUNDS09,0,3
SOUNDS10,4,3
SOUNDS11,4,3
SOUNDS12,4,3
SOUNDS13,4,3
SOUNDS14,4,4
SOUNDS15,4,3
SOUNDS16,4,3
SOUNDS17,4,3
SOUNDS18,4,3
SOUNDS19,4,3
SOUNDS20,9,3
SOUNDS21,9,3
SOUNDS22,9,3
SOUNDS23,9,3
SOUNDS24,8,4
SOUNDS25,9,3
SOUNDS26,9,3
SOUNDS27,9,3
SOUNDS28,9,3
SOUNDS29,9,3
SOUNDS30,13,3
SOUNDS31,13,3
SOUNDS32,13,3
SOUNDS33,13,3
SOUNDS34,13,4
SOUNDS35,13,3
SOUNDS36,13,3
SOUNDS37,13,3
SOUNDS38,13,3
SOUNDS39,13,3
SOUNDS40,-5,3
SOUNDS41,-5,3
SOUNDS42,-5,3
SOUNDS43,-5,3
SOUNDS44,-5,4
SOUNDS45,-5,3
SOUNDS46,-5,3
SOUNDS47,-5,3
SOUNDS48,-5,3
SOUNDS49,-5,3
SOUNDS50,0,1
SOUNDS51,0,1
SOUNDS52,0,1
SOUNDS53,0,1
SOUNDS54,-1,1
SOUNDS55,0,1
SOUNDS56,0,1
SOUNDS57,0,1
SOUNDS58,0,1
SOUNDS59,0,1
SOUNDSA1,5,-4
SOUNDSB1,9,-3
SOUNDSC2,9,8
SPRING02,4,8
SWPARE51,12,6
TIDCUR01,4,12
TIDCUR02,5,13
TIDCUR03,22,-10
TIDEHT01,9,4
TIDSTR01,6,5
TMARDEF1,0,19
TMARDEF2,-1,18
TMBYRD01,5,5
TNKCON02,3,3
TNKCON12,3,3
TNKFRM01,8,8
TNKFRM11,8,8
TOPMAR02,0,14
TOPMAR04,0,14
TOPMAR05,1,19
TOPMAR06,0,18
TOPMAR07,0,19
TOPMAR08,1,18
TOPMAR10,0,14
TOPMAR12,0,19
TOPMAR13,0,15
TOPMAR14,1,14
TOPMAR16,0,14
TOPMAR17,2,16
TOPMAR18,2,16
TOPMAR22,3,15
TOPMAR24,3,15
TOPMAR25,3,19
TOPMAR26,3,19
TOPMAR27,3,19
TOPMAR28,3,19
TOPMAR30,3,15
TOPMAR32,3,21
TOPMAR33,2,16
TOPMAR34,3,14
TOPMAR36,3,16
TOPMAR65,1,15
TOPMAR85,3,15
TOPMAR86,5,19
TOPMAR87,2,16
TOPMAR88,3,17
TOPMAR89,4,18
TOWERS01,4,12
TOWERS02,4,11
TOWERS03,4,12
TOWERS05,4,15
TOWERS12,4,11
TOWERS15,4,15
TREPNT04,4,8
TREPNT05,5,7
TSLDEF51,13,16
TSSCRS51,36,-12
TSSLPT51,7,16
TSSRON51,8,9
TWRDEF51,15,14
TWRTPT52,7,14
TWRTPT53,7,14
UNITFTH1,3,4
UNITMTR1,5,5
UWTROC03,5,5
UWTROC04,5,4
VECGND01,7,0
VECGND21,7,0
VECWTR01,7,0
VECWTR21,7,0
WATTUR02,18,3
WAYPNT01,7,7
WAYPNT03,7,7
WAYPNT11,7,7
WEDKLP03,11,3
WIMCON01,4,13
WIMCON11,4,13
WNDFRM51,8,8
WNDFRM61,8,8
WNDMIL02,4,7
WNDMIL12,4,7
WRECKS01,8,7
WRECKS04,6,4
WRECKS05,7,5
